"loc_id","latitude","longitude"
"L12732058",43.6602252,-79.5734854
"L12732074",40.6202315,-75.3643334
"L12732075",47.974142,-122.545523
"L12732081",39.1753674,-77.0805271
"L12732089",43.7398763,-79.3431015
"L12732097",41.6282805,-87.7359029
"L12732126",47.6783926,-122.1918526
"L12732165",40.5635441,-105.110262
"L12732166",33.9340422,-78.0215449
"L12732187",48.5727505,-78.1299843
"L12732200",53.4773468,-113.4284156
"L12732222",40.3164708,-88.3467185
"L12732250",45.4604302,-75.6061467
"L12732271",30.085418,-98.5391815
"L12732331",42.6031362,-70.8876085
"L12732394",44.6049592,-80.5941801
"L12732401",41.3092718,-72.4171457
"L12732487",54.5438561,-128.5958786
"L12732582",36.1641258,-105.9716402
"L12732590",38.1677625,-77.5760241
"L12732600",32.8650893,-97.5537736
"L12732611",48.4296454,-123.3147003
"L12732856",43.7856726,-75.4828763
"L12732865",37.0641173,-76.4623003
"L12732870",40.2021039,-77.1971441
"L12732893",39.9093058,-105.0411398
"L12733059",33.8429399,-84.2772985
"L12733080",44.8747138,-93.1156802
"L12733136",39.8895553,-82.7683652
"L12733172",49.2754699,-122.8868115
"L12733215",40.2221504,-75.6400613
"L12733243",41.3173487,-72.9676816
"L12733256",40.8979682,-74.0138841
"L12733345",34.6664659,-86.5395812
"L12733390",39.7338424,-104.9191286
"L12733403",47.2537546,-122.9460347
"L12733452",44.3950157,-106.7457959
"L12733604",53.6469687,-113.6064649
"L12733727",35.8188223,-86.2267274
"L12733814",42.3080722,-122.8345745
"L12734283",41.8316879,-71.3301095
"L12734696",44.3297694,-69.2219031
"L12734720",42.7579355,-70.9303667
"L12734767",40.502802,-79.915138
"L12734824",43.6977198,-84.2131126
"L12734855",43.1755217,-70.880387
"L12734874",38.8568534,-77.2890688
"L12734984",45.416388,-73.906891
"L12734994",41.0979615,-74.2531235
"L12735002",43.0326061,-71.7361344
"L12735017",42.2922863,-71.3460668
"L12735049",39.0695212,-80.2866215
"L12735070",27.9252527,-82.8145846
"L12735087",42.7416967,-73.9496958
"L12735134",44.6608626,-86.1121481
"L12735141",45.2013272,-92.7669894
"L12735178",38.9545634,-90.3634531
"L12735179",40.5967356,-74.6462875
"L12735187",37.478466,-77.6235589
"L12735189",42.3292689,-83.8165406
"L12735223",43.3743215,-70.8456349
"L12735299",30.0346491,-81.7843474
"L12735316",36.1687994,-94.537991
"L12735317",40.1316738,-83.0598385
"L12735352",43.0209073,-73.7710622
"L12735383",39.5631195,-77.9808118
"L12735389",44.489167,-72.3340256
"L12735413",40.2670092,-75.2338908
"L12735438",30.0070708,-97.8853231
"L12735553",38.6001402,-90.2580456
"L12735566",37.160402,-78.1856512
"L12735602",42.0974785,-78.4498974
"L12735630",28.0565554,-82.5192914
"L12735637",38.5993985,-78.8929081
"L12735656",43.0847702,-70.884349
"L12735672",37.956398,-85.1737406
"L12735679",43.254881,-79.9640252
"L12735741",41.8036687,-72.2120693
"L12735767",38.7469359,-77.2707991
"L12735775",41.3556207,-81.6477539
"L12735803",41.7038376,-72.5440936
"L12735924",35.5845675,-105.9222842
"L12735939",42.9554174,-79.2717648
"L12736047",39.2963056,-95.3644127
"L12736108",40.1367266,-82.9757452
"L12736118",42.2760202,-71.3774612
"L12736126",29.2775323,-94.8153117
"L12736174",40.1953282,-79.2461942
"L12736228",39.6687404,-105.0379141
"L12736239",50.0232026,-96.7950225
"L12736254",30.5831699,-98.068737
"L12736257",39.3826316,-106.0661612
"L12736270",28.4930355,-81.7894031
"L12736290",42.4237817,-71.1307734
"L12736321",42.2020006,-122.7154383
"L12736337",41.8877926,-72.6668831
"L12736384",41.3158051,-75.2756562
"L12736402",37.7628931,-97.2772086
"L12736448",32.8569314,-117.2039637
"L12736563",44.0378239,-79.1987976
"L12736632",39.9201075,-75.5505327
"L12736647",42.0514017,-87.7162995
"L12736653",36.8470688,-121.7105636
"L12736663",46.4024556,-81.0338688
"L12736694",45.1199255,-93.4586357
"L12736699",44.373582,-77.4539136
"L12736709",35.0558387,-89.6605611
"L12736718",42.1379371,-77.0516575
"L12736740",42.6348783,-71.1073616
"L12736820",49.1735255,-123.9947207
"L12736827",41.7948437,-71.3754998
"L12736836",43.5436698,-114.3180403
"L12736955",44.0365807,-92.469682
"L12736958",43.1956583,-76.1276662
"L12736963",39.2453742,-84.5767056
"L12736973",43.7419831,-87.9627692
"L12736985",43.5609265,-80.1122618
"L12736997",35.8440127,-87.0337343
"L12737006",41.3066452,-72.9155141
"L12737020",37.3031674,-107.8662549
"L12737034",32.8422742,-116.7598491
"L12737039",43.555339,-81.6844001
"L12737078",47.4102581,-122.9330206
"L12737096",39.0211691,-94.5825941
"L12737113",38.2216109,-97.3687577
"L12737117",49.9186516,-116.9074838
"L12737128",40.4333407,-74.4115246
"L12737143",34.2027921,-118.1498912
"L12737154",43.0241109,-75.9871454
"L12737155",42.7214221,-89.0331731
"L12737166",44.3500692,-79.6603417
"L12737179",42.0359402,-82.7338291
"L12737191",49.4778734,-119.5575589
"L12737195",30.5114298,-84.2098698
"L12737288",37.3715114,-122.0592281
"L12737347",47.0204527,-122.7813823
"L12737416",39.5487297,-104.9791497
"L12737423",39.2124391,-84.1871327
"L12737427",40.1765945,-74.9293052
"L12737438",45.1189589,-73.9846748
"L12737444",35.7948153,-83.9396045
"L12737453",42.2941572,-83.6851925
"L12737512",42.9122814,-85.8903468
"L12737514",41.9161456,-83.3886833
"L12737580",38.8383457,-106.1656775
"L12737645",40.4983679,-80.1759292
"L12737762",39.8147469,-105.1276819
"L12737783",36.0794151,-79.09445
"L12737835",44.7936509,-87.410248
"L12737838",44.915329,-93.2760367
"L12737911",39.8741625,-82.8214831
"L12737915",42.66386,-74.2232194
"L12737941",42.2276594,-78.6765718
"L12738098",48.2597026,-89.5899542
"L12738151",40.1346309,-74.93128
"L12738169",41.7968913,-72.1356327
"L12738173",41.6232138,-93.7453737
"L12738221",39.0412613,-76.4549732
"L12738233",34.851021,-119.1248209
"L12738244",39.008152,-74.940093
"L12738272",41.7564774,-72.7309895
"L12738282",39.9820185,-86.1931495
"L12738349",46.0376863,-74.1582882
"L12738353",30.4708936,-97.5698586
"L12738400",37.7634027,-97.2729357
"L12738404",42.5856871,-72.3230049
"L12738473",38.9624366,-74.9184114
"L12738479",44.6103849,-80.9119688
"L12738522",45.4637144,-122.768907
"L12738539",41.6948189,-72.5798695
"L12738635",41.7568798,-72.747098
"L12738651",39.4185034,-76.4467056
"L12738662",49.8335972,-99.9874073
"L12738666",41.2885092,-82.2244986
"L12738701",37.1929239,-119.7628486
"L12738711",43.6151957,-80.1449633
"L12738781",44.0867951,-77.5926429
"L12738866",40.1609678,-75.1626455
"L12739003",42.9467063,-77.3439059
"L12739007",53.416547,-113.5099053
"L12739044",43.2822322,-79.9868868
"L12739056",38.6541967,-90.3716274
"L12739143",36.4408774,-81.2748559
"L12739171",45.2370287,-75.6028687
"L12739183",35.8241534,-78.6699456
"L12739200",47.2245521,-122.5590885
"L12739218",41.4687585,-81.8115666
"L12739249",33.8651343,-118.0764885
"L12739279",42.3848079,-76.3835192
"L12739304",39.1334474,-80.2451545
"L12739453",37.8998282,-111.4389641
"L12739475",43.0424688,-77.2397185
"L12739478",41.5329805,-72.7607921
"L12739542",43.6754115,-79.3550289
"L12739555",41.4005055,-90.7190037
"L12739557",40.697862,-73.839941
"L12739572",44.7149114,-68.8581419
"L12739578",33.8249889,-84.3003599
"L12739608",43.2685266,-76.0915715
"L12739612",43.474241,-80.4858348
"L12739641",38.7847258,-90.3663581
"L12739661",45.3970614,-75.7407572
"L12739682",38.5478165,-121.5033509
"L12739734",41.3258931,-73.4890279
"L12739736",45.4955868,-73.8789854
"L12739767",42.5991086,-71.0288858
"L12739783",40.1625357,-75.3618798
"L12739786",35.2170681,-111.643831
"L12739797",31.653893,-84.0972007
"L12739809",32.7993834,-117.0429861
"L12739872",40.3960115,-74.3315967
"L12739912",44.2823114,-76.4352624
"L12739915",42.7080708,-74.5040685
"L12739927",37.3510899,-122.0927107
"L12739960",45.4407135,-75.7776697
"L12739999",42.6078106,-73.8007744
"L12740044",29.6647301,-95.458762
"L12740053",41.3053235,-72.2355956
"L12740057",37.9268676,-75.3642797
"L12740086",37.4474215,-122.1537956
"L12740135",53.0112976,-112.8539658
"L12740156",45.343722,-75.6615304
"L12740245",39.32637,-80.4590258
"L12740259",38.8939825,-77.1237596
"L12740291",41.3527844,-72.4332408
"L12740295",42.9120711,-78.8795308
"L12740332",38.7545662,-77.7336063
"L12740372",35.9855032,-80.4438616
"L12740406",41.5281116,-88.0228183
"L12740451",41.7370754,-74.0263188
"L12740456",44.9197312,-91.2908463
"L12740466",42.0613211,-87.7001324
"L12740497",45.4831777,-122.6868876
"L12740514",34.1972743,-118.311761
"L12740541",39.2099192,-84.5105441
"L12740572",50.8638176,-114.0193641
"L12740580",38.7970131,-77.318934
"L12740586",44.6825935,-63.5654921
"L12740654",44.9242472,-93.4387583
"L12740683",39.221398,-77.0865117
"L12740684",46.812228,-92.0706906
"L12740708",44.0895651,-121.3127116
"L12740908",47.2645516,-122.4640624
"L12740959",39.8122085,-121.8779228
"L12741007",40.4933139,-75.0786357
"L12741042",41.9952719,-71.513114
"L12741069",33.8465205,-98.5671258
"L12741083",44.0032667,-121.3684663
"L12741108",44.0122679,-121.3491842
"L12741134",41.590518,-70.6001319
"L12741188",44.8828548,-123.051879
"L12741216",30.391872,-94.3386018
"L12741254",40.5769972,-122.3293758
"L12741283",45.4348369,-73.8559224
"L12741303",45.424202,-75.7740118
"L12741304",45.8572677,-77.2414881
"L12741389",46.4877893,-87.2880612
"L12741402",39.1105188,-121.1252135
"L12741414",51.533649,-114.8688663
"L12741415",42.6360411,-72.6155318
"L12741421",42.779632,-96.8890974
"L12741425",46.4493146,-80.9833562
"L12741427",44.2503925,-72.0360237
"L12741433",37.8937196,-122.2596788
"L12741437",45.4241755,-122.6648166
"L12741442",28.6378922,-81.4418083
"L12741448",37.3884685,-79.874068
"L12741456",39.8226856,-75.7304711
"L12741517",35.2206878,-78.8116366
"L12741526",42.3083959,-71.2487932
"L12741576",42.4873526,-75.0824118
"L12741583",40.8546811,-74.0909817
"L12741646",35.9921292,-87.0149059
"L12741698",45.2528304,-75.7142551
"L12741765",33.0866608,-97.0722623
"L12741790",43.8411202,-103.2762426
"L12741807",41.6513753,-91.5116739
"L12741847",44.5324792,-123.2650131
"L12741921",41.8755722,-88.4239866
"L12741939",45.6770299,-122.6897693
"L12741947",37.1506491,-93.2140355
"L12742022",49.2394991,-122.7883744
"L12742025",47.1680355,-123.0146563
"L12742065",40.8908262,-124.0788438
"L12742074",37.8990465,-122.2810509
"L12742078",45.2050838,-93.529024
"L12742083",43.8541253,-79.5423366
"L12742088",39.7882143,-89.6990644
"L12742090",45.4786247,-122.7201176
"L12742160",47.0472665,-122.7741595
"L12742311",38.5370173,-78.8956279
"L12742457",47.6544951,-122.3371419
"L12742715",40.5388556,-105.0943726
"L12742931",39.1299516,-77.1788686
"L12742936",38.7336195,-77.0654413
"L12742991",42.932296,-74.0698242
"L12743021",44.7120409,-93.1762451
"L12743033",42.3021154,-72.6802108
"L12743042",45.497629,-73.5094901
"L12743043",40.8033764,-77.9602214
"L12743110",38.7348323,-77.1098852
"L12743142",42.2418506,-76.3543904
"L12743151",40.7168061,-73.3570486
"L12743173",50.9475972,-114.0533482
"L12743176",38.4976408,-77.5883496
"L12743203",30.3578498,-97.7259063
"L12743214",43.9463921,-78.30338
"L12743251",40.7270666,-74.0811269
"L12743263",39.122311,-86.452899
"L12743266",38.5718992,-90.5710937
"L12743309",43.4074156,-70.8082908
"L12743313",40.9076153,-73.5486137
"L12743332",39.0037875,-77.3849046
"L12743336",44.4811702,-76.241619
"L12743346",40.2092346,-74.9555908
"L12743393",42.4929536,-71.2726191
"L12743421",40.2362704,-82.9437518
"L12743431",38.6727045,-90.4835608
"L12743461",42.4549407,-76.4669955
"L12743483",42.8337508,-78.7488482
"L12743494",38.8226477,-77.6795602
"L12743498",43.0753226,-87.8713499
"L12743516",44.0711827,-103.2357571
"L12743522",44.1141324,-76.6936574
"L12743529",42.2908877,-83.6679858
"L12743551",42.8239313,-73.7883945
"L12743578",42.9681637,-88.0780253
"L12743584",30.7385621,-97.7099454
"L12743587",44.4932807,-73.0841785
"L12743588",40.224341,-74.0295762
"L12743590",32.3470318,-106.7311797
"L12743592",47.5242682,-92.2535876
"L12743602",40.1620181,-74.5142393
"L12743646",41.0451858,-72.4021024
"L12743672",29.7362981,-99.9362111
"L12743681",41.3624083,-72.9150796
"L12743701",38.3437748,-85.5931435
"L12743705",41.9776988,-72.466263
"L12743733",41.537671,-81.5051416
"L12743740",29.4466101,-98.7195576
"L12743775",43.7700674,-88.4223448
"L12743779",42.4580472,-73.2536606
"L12743787",50.3757666,-105.5691697
"L12743814",39.2344773,-76.8565475
"L12743880",41.75048,-86.2170124
"L12743883",40.6604145,-73.9544658
"L12743905",42.8592401,-88.3318415
"L12743921",44.819777,-93.33758
"L12743953",36.0419953,-84.8772695
"L12744002",40.5864268,-74.6574947
"L12744003",30.6048682,-96.2787996
"L12744015",28.194409,-80.6014967
"L12744018",28.0061621,-82.4339122
"L12744041",40.8202637,-74.2278571
"L12744048",40.7033036,-75.2065243
"L12744109",39.7429078,-105.5217246
"L12744123",35.0921207,-89.7474387
"L12744133",38.8557465,-77.4147481
"L12744150",33.1045968,-87.5509642
"L12744153",43.0225006,-70.8788148
"L12744158",40.1012589,-105.1659071
"L12744167",32.2975243,-111.0741006
"L12744185",37.2684934,-80.7197252
"L12744193",30.384676,-89.2803102
"L12744204",45.4642429,-89.7727204
"L12744304",43.0971249,-89.3570564
"L12744382",42.2171528,-83.7627994
"L12744390",38.7983256,-77.2098005
"L12744405",45.6995977,-122.559579
"L12744418",43.9998766,-79.4693792
"L12744429",43.5482215,-72.262466
"L12744432",40.512066,-105.0101073
"L12744445",44.4604176,-73.2064995
"L12744463",45.0459699,-93.2489219
"L12744486",44.9067223,-93.294091
"L12744487",44.0666474,-79.4665872
"L12744488",45.4830292,-122.6488464
"L12744513",43.2140005,-87.9063523
"L12744518",40.8949775,-74.4082952
"L12744523",32.9438798,-96.5334984
"L12744541",41.6860345,-86.8883258
"L12744555",41.603438,-87.81017
"L12744604",38.8921849,-105.9561488
"L12744637",42.0911914,-75.9067869
"L12744658",33.005929,-96.9607158
"L12744710",44.1315963,-123.141398
"L12744770",39.0944786,-108.4819938
"L12744809",41.9437943,-74.0017575
"L12744830",41.8889402,-80.620358
"L12744855",39.0237933,-95.7019956
"L12744863",35.6304235,-106.0450865
"L12744868",27.9752301,-82.1604609
"L12744873",39.3934478,-84.4296741
"L12744921",34.8542564,-87.649778
"L12744926",41.8174007,-78.4181739
"L12744952",36.6292532,-121.829946
"L12744962",43.9653762,-121.1945844
"L12745042",42.3067845,-71.327637
"L12745070",33.7201493,-84.3257899
"L12745119",44.9366958,-93.1758087
"L12745121",41.5665884,-72.4960562
"L12745122",42.4343018,-72.5667036
"L12745146",44.3102256,-78.3268354
"L12745149",31.1966371,-98.5553584
"L12745154",38.8587645,-104.8851824
"L12745229",36.5429392,-121.9281867
"L12745237",41.0581871,-111.9174725
"L12745240",41.2284667,-73.4042961
"L12745253",42.2400794,-122.781616
"L12745279",44.7176723,-79.151802
"L12745297",44.4843501,-81.3776405
"L12745308",38.8848938,-77.366891
"L12745322",35.6685748,-105.9531196
"L12745339",44.7648175,-93.3013435
"L12745341",43.2698039,-80.3453618
"L12745352",41.8127328,-87.8652626
"L12745482",41.4367103,-73.5375023
"L12745508",49.2459611,-122.8774643
"L12745577",36.7209608,-79.0342541
"L12745632",40.3379905,-76.4049125
"L12745638",49.1418695,-123.0921958
"L12745643",38.0614287,-103.2633228
"L12745645",40.0055272,-75.2257445
"L12745676",43.7118357,-79.7138786
"L12745703",38.1937781,-92.7338737
"L12745718",33.7637218,-117.7929256
"L12745730",42.0758328,-75.9180486
"L12745735",40.7594415,-83.388266
"L12745756",34.0483845,-84.2275121
"L12745758",48.1667813,-114.3482244
"L12745795",36.0860704,-79.8435701
"L12745834",42.6075572,-72.5844034
"L12745853",40.9502788,-74.8100263
"L12745923",46.7897469,-114.0459939
"L12745938",45.1315589,-79.176085
"L12745943",44.6554984,-92.783614
"L12745954",41.0453841,-74.1845694
"L12745958",45.8047366,-108.6063921
"L12745977",40.237778,-79.5577318
"L12745992",37.3071443,-121.9066635
"L12746008",42.7809605,-87.8290186
"L12746014",42.8851775,-87.9653909
"L12746020",39.6351492,-104.8841805
"L12746037",41.3103611,-81.3545614
"L12746042",37.7663809,-77.5668293
"L12746106",46.8665474,-71.2596524
"L12746189",38.8442773,-77.1957152
"L12746220",43.6391753,-79.5074091
"L12746273",39.2437264,-76.7896093
"L12746279",44.0707629,-121.3189546
"L12746332",45.4106605,-77.6064452
"L12746359",40.7694341,-86.4447057
"L12746427",39.7797036,-75.9849429
"L12746435",43.5004256,-70.9661315
"L12746479",40.5066373,-74.6631289
"L12746515",42.3380665,-88.3536494
"L12746526",38.2593703,-77.4783309
"L12746577",44.8594147,-73.3925672
"L12746580",48.0743372,-122.8677297
"L12746622",39.6736491,-84.0341933
"L12746642",35.955338,-86.5331
"L12746678",41.8821224,-87.6603547
"L12746757",38.6631316,-121.1390211
"L12746814",32.2915329,-110.737134
"L12746830",43.3939001,-79.8873103
"L12746841",44.956373,-93.2182423
"L12746857",39.6037803,-76.6222656
"L12746858",39.4194584,-74.7971335
"L12746955",44.6727454,-63.9286241
"L12746976",39.3446032,-74.596391
"L12747062",43.7713572,-80.0965333
"L12747140",47.5610637,-122.1756506
"L12747307",35.3554658,-86.2278394
"L12747311",37.8760784,-89.9503275
"L12747316",46.1979885,-119.2597593
"L12747440",49.5047013,-115.7390141
"L12747445",28.045717,-81.682638
"L12747463",38.0201274,-78.4774347
"L12747515",49.3460941,-124.6208259
"L12747520",33.5992187,-117.7425012
"L12747566",40.5317577,-79.9986556
"L12747581",39.2485729,-76.7307472
"L12747630",38.8578502,-104.8220125
"L12747670",39.355231,-76.8605018
"L12747677",45.8407919,-66.6736243
"L12747703",40.1146975,-75.5166377
"L12747744",42.8137822,-73.9253044
"L12747791",36.0644291,-94.1225404
"L12747836",40.5149548,-79.9325563
"L12747865",42.7943572,-77.795275
"L12747888",41.7222982,-70.7591504
"L12747910",38.6878335,-77.2749291
"L12747934",53.5601158,-113.2604219
"L12747935",38.3517468,-75.4983928
"L12747948",53.599126,-113.527172
"L12747957",53.5445406,-113.5231662
"L12747971",53.5817036,-113.7332153
"L12748026",53.5327825,-113.4561195
"L12748039",40.8013943,-77.87026
"L12748045",37.4319933,-77.6937001
"L12748151",45.5422631,-73.9172725
"L12748159",53.5151127,-113.5076576
"L12748233",40.0523754,-74.9931586
"L12748247",49.2579254,-124.3562436
"L12748312",41.9062557,-88.061864
"L12748314",41.5439509,-73.3869982
"L12748362",45.683278,-123.8879299
"L12748424",34.1138125,-86.8262877
"L12748505",49.2354601,-123.1804787
"L12748523",50.475391,-96.5795629
"L12749059",43.9274027,-69.8164706
"L12749118",35.9308301,-78.9320727
"L12749134",37.5295551,-77.4912153
"L12749155",43.0315386,-76.2350913
"L12749205",35.4375476,-97.6969828
"L12749214",35.8859926,-79.0664551
"L12749274",44.7799907,-73.0175495
"L12749315",42.8036651,-70.8759452
"L12749330",37.2712607,-77.3007767
"L12749346",36.9148081,-76.3016015
"L12749362",41.2555662,-74.4031839
"L12749372",48.2144505,-70.230639
"L12749441",37.9544514,-78.3449221
"L12749593",42.4136035,-71.1756992
"L12750036",33.7504956,-84.2948926
"L12750147",43.6770492,-79.4266636
"L12750304",52.1815108,-114.7649002
"L12750306",44.3623653,-88.377881
"L12750333",45.4594276,-75.8566931
"L12750376",41.5442882,-71.0371457
"L12750421",47.4914959,-122.3429811
"L12750529",42.5945396,-71.4067211
"L12750559",47.8039624,-122.3781605
"L12750640",44.0260503,-92.5253379
"L12750702",42.1725323,-87.8486913
"L12750815",48.0885503,-123.1391888
"L12750826",40.1810955,-105.0776088
"L12750965",40.2277846,-75.3070607
"L12751205",42.3186193,-71.4167988
"L12751349",44.8883398,-93.253624
"L12751617",42.459014,-83.151982
"L12751724",33.9873261,-81.0188055
"L12751756",40.8730371,-73.5709411
"L12751776",38.6762965,-77.2887097
"L12751807",40.7419595,-74.3150104
"L12751926",43.1949456,-88.0931482
"L12751961",35.8107711,-78.7998794
"L12752018",43.5284253,-80.2427982
"L12752035",38.6907397,-77.7555571
"L12752047",42.9657873,-87.8966051
"L12752126",33.1883601,-97.0104405
"L12752208",40.3312862,-76.781767
"L12752210",40.4974902,-75.6281055
"L12752306",34.6100921,-83.8307915
"L12752310",41.0192316,-73.6924289
"L12752419",43.4104285,-93.5338593
"L12752420",32.4634108,-96.5715049
"L12752466",47.5240337,-52.8991628
"L12752555",40.268115,-75.5467982
"L12752563",42.0467099,-72.4504275
"L12752610",38.9138672,-77.3766028
"L12752664",45.9352413,-71.9567739
"L12752672",42.6634406,-72.8153229
"L12752721",30.2771759,-81.4269882
"L12752741",45.5927181,-122.3345021
"L12752820",42.0970522,-72.3556459
"L12752832",42.4215387,-76.4802793
"L12752842",44.4798969,-76.2420233
"L12752850",41.2072694,-75.834449
"L12752859",44.8087759,-91.4847747
"L12752934",33.016729,-96.7232173
"L12752988",41.8787319,-88.0481141
"L12753027",49.9734516,-98.2823883
"L12753053",44.584972,-72.547791
"L12753072",45.8339611,-122.4820715
"L12753084",40.1274738,-83.076489
"L12753176",41.7493114,-73.8890666
"L12753190",40.5012368,-90.7138753
"L12753200",30.5025268,-97.5953694
"L12753211",40.6289724,-79.9586363
"L12753274",37.2703229,-121.9211784
"L12753292",38.9087414,-77.1179316
"L12753385",43.0796089,-75.6716394
"L12753397",47.7667122,-69.6099758
"L12753426",42.6899812,-89.0111618
"L12753430",38.9783639,-105.1950801
"L12753436",37.198146,-76.4371809
"L12753437",37.8396801,-122.1210429
"L12753440",40.5912421,-75.1939117
"L12753476",35.2162168,-81.1465194
"L12753500",34.3821321,-110.2983897
"L12753583",29.6921378,-82.3766247
"L12753585",40.1570712,-76.6013976
"L12753607",42.0459595,-72.825353
"L12753614",43.499389,-80.555048
"L12753635",42.4190846,-71.4341354
"L12753638",39.976286,-85.9306343
"L12753653",39.2175518,-77.2578037
"L12753679",40.5688571,-74.6924838
"L12753695",43.5434484,-80.2626183
"L12753760",43.5481282,-81.6940731
"L12753823",40.3971328,-74.8244167
"L12753904",38.8985773,-77.1622396
"L12753935",38.9366509,-77.3984032
"L12753962",39.4300547,-76.6442628
"L12753997",45.1652149,-93.2519959
"L12754025",42.2817223,-71.2270045
"L12754221",44.4484412,-109.4945727
"L12754227",29.6216571,-95.344956
"L12754250",34.0234722,-84.4701967
"L12754261",34.2669282,-118.6571388
"L12754267",54.062656,-128.6418021
"L12754274",40.3362077,-76.7128515
"L12754313",40.0511566,-104.9626833
"L12754325",48.8171904,-122.3991695
"L12754328",42.5489221,-71.7394846
"L12754363",42.3900934,-76.0469127
"L12754373",39.883824,-75.0900645
"L12754389",40.3499456,-80.0503564
"L12754392",43.4714838,-79.6901572
"L12754400",43.9493119,-79.4779046
"L12754424",44.567979,-64.2990425
"L12754569",33.7734736,-84.309711
"L12754574",53.6994823,-113.2175716
"L12754577",42.9220293,-74.2032936
"L12754603",42.2362443,-72.6789798
"L12754608",35.9370485,-79.0110199
"L12754659",41.5123051,-72.9108953
"L12754685",40.6454624,-73.9784804
"L12754693",35.3182929,-120.8517113
"L12754713",44.0839013,-92.6500574
"L12754718",39.6789836,-119.8389603
"L12754766",42.7245279,-77.5031841
"L12754777",40.1226675,-79.4631591
"L12754791",40.8739024,-73.2109702
"L12754891",38.4598226,-77.4566388
"L12754984",53.5868116,-114.1354179
"L12755003",38.981537,-77.163846
"L12755008",39.7563452,-75.1422931
"L12755051",43.7001979,-71.1401574
"L12755059",46.177459,-59.979423
"L12755092",42.0912521,-75.9341737
"L12755106",39.2019421,-76.8260798
"L12755148",53.0540607,-108.3142519
"L12755157",39.155273,-123.2195657
"L12755202",36.0666687,-84.1665736
"L12755206",43.2589092,-79.0907408
"L12755281",43.4564392,-80.5175972
"L12755334",36.440886,-84.3235981
"L12755339",35.9888025,-80.3044517
"L12755370",47.4559073,-122.1516826
"L12755408",35.1817154,-113.8128119
"L12755409",41.541329,-88.1094782
"L12755421",42.9644802,-78.670121
"L12755513",39.2680818,-84.5030054
"L12755528",41.8439097,-72.0298648
"L12755603",41.3260679,-72.9168266
"L12755667",43.8422809,-93.3879651
"L12755717",41.5377945,-71.0300822
"L12755821",41.565843,-72.3528658
"L12755891",42.6187098,-74.1882936
"L12755899",30.2042556,-97.8036243
"L12755967",39.6084411,-104.7759845
"L12756037",45.4448749,-73.847512
"L12756042",45.6442019,-122.3862898
"L12756110",49.5200267,-123.7769079
"L12756116",42.3175458,-85.63309
"L12756133",49.6748389,-115.9799295
"L12756155",38.1047524,-122.8626731
"L12756193",32.2265652,-110.8848621
"L12756244",28.71218,-81.532826
"L12756270",45.396883,-75.8540297
"L12756287",39.7146635,-75.7086406
"L12756359",40.785835,-73.9731314
"L12756378",44.4574079,-93.9134133
"L12756433",38.631768,-75.942699
"L12756434",41.0875099,-81.6363869
"L12756503",46.175201,-123.549183
"L12756508",44.6560055,-86.1877266
"L12756515",39.9827077,-83.0369977
"L12756655",43.8391544,-73.124246
"L12756663",44.7805861,-80.941
"L12756672",43.6901137,-80.0711703
"L12756689",43.2494228,-75.3005505
"L12756700",39.5010936,-94.5001459
"L12756762",31.7825458,-98.7724667
"L12756770",35.212708,-111.6465792
"L12756800",45.5552991,-73.9081611
"L12756845",44.1539296,-76.6924822
"L12756856",39.9248462,-105.1284062
"L12756867",43.4291006,-110.8019926
"L12756904",43.8150828,-70.1836306
"L12756975",38.7382079,-77.7332486
"L12757074",37.3910528,-122.0636362
"L12757119",39.1709369,-76.6149402
"L12757120",41.8340542,-71.3881603
"L12757181",42.2090696,-73.869537
"L12757198",42.0023661,-70.9764826
"L12757244",38.9247696,-92.3673838
"L12757249",33.1306226,-97.160048
"L12757268",51.1417443,-114.0595939
"L12757295",37.8978632,-122.2845507
"L12757372",33.2284485,-117.3475771
"L12757414",35.8987085,-85.2229223
"L12757457",45.2829765,-75.8630819
"L12757492",40.3120764,-75.8277703
"L12757499",42.7919602,-81.2083411
"L12757506",37.8583834,-122.1000988
"L12757560",43.128538,-77.7224727
"L12757602",41.425135,-73.434763
"L12757624",33.8892371,-118.3975746
"L12757627",46.3343211,-111.5380204
"L12757633",41.3195188,-72.9628229
"L12757738",37.6879826,-77.8823926
"L12757755",40.2699253,-74.584429
"L12757758",35.3441195,-106.6083133
"L12757765",40.5693684,-75.3067811
"L12757772",40.3177226,-74.6075964
"L12757776",39.704365,-104.9198047
"L12757786",36.4652648,-87.3518658
"L12757799",49.2510853,-123.0612879
"L12757813",33.2711747,-87.034362
"L12757829",40.3036017,-74.0346517
"L12757832",49.4282059,-119.5770375
"L12757870",38.8835223,-77.1307867
"L12757902",48.6149759,-93.387796
"L12757944",45.5837887,-73.4333014
"L12758024",47.6884053,-122.3675871
"L12758035",38.739624,-90.6566906
"L12758079",43.8914151,-73.315125
"L12758092",42.838748,-80.2903605
"L12758190",49.7032232,-123.1564808
"L12758245",33.0719766,-97.1325387
"L12758279",38.9193665,-77.3828622
"L12758343",40.5390056,-111.8588962
"L12758394",48.2376297,-116.5498567
"L12758424",40.6586868,-74.3691675
"L12758454",44.3070577,-94.4754696
"L12758490",42.9801448,-82.3770585
"L12759240",41.4112735,-75.693176
"L12759373",43.0493556,-80.8864202
"L12759471",42.0741016,-75.8939811
"L12759504",30.3465363,-97.7526013
"L12759687",42.7734756,-86.1768647
